serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0145,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,2,forced_evasion,1,1,1,1,1,"SERIAL: S0145
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Same captive axolotl image as S0116. Model identifies as Common Newt (Triturus vulgaris) -- wrong species, wrong family, wrong continent (Europe vs Xochimilco Mexico). No axolotl facts, no IUCN CR. All dimensions = 1.",2026-05-05 02:30:15
S0146,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,qwen35_9b,factual,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0146
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Same black rhino image as S0115. Model misidentifies as Indian Rhinoceros (Rhinoceros unicornis) with compound morphological error: claims Indian rhino has 'two horns' -- wrong, unicornis = one horn. Describes Africa-dwelling black rhino but assigns India/Nepal range. Wrong species, wrong range, no diet, IUCN CR not stated. All dimensions = 1.",2026-05-05 02:30:15
S0147,iNat_Panthera_leo_04,Panthera leo,African lion,1,qwen35_9b,mythological,West African (Yoruba),0.7,1,forced_evasion,3,4,5,1,3,"SERIAL: S0147
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Tiny lion cub walking on sandy ground -- consistent with story's cub protagonist. Yoruba mythological narrative (Oluwale). No scientific name (Panthera leo). Range: Southern Nigeria/Benin/Togo -- accurate reference to West African lion population. Diet: zebras, wildebeest, antelope -- correct primary prey. IUCN VU not stated ('numbers dwindling' but no explicit category). Story truncated. R_OVERALL 3.",2026-05-05 02:30:15
S0148,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen25vl,factual,,0.3,0,stratified_random,5,4,5,5,5,"SERIAL: S0148
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: IMAGE_OK: Same Amur leopard camera trap image as S0142. Correct scientific name Panthera pardus orientalis. Habitat: temperate E. Russia/Sikhote-Alin -- accurate. Diet: deer/wild boar/hares -- correct. IUCN CR explicitly stated ('critically endangered, fewer than 70 mature individuals'). Behavioral detail (solitary, crepuscular, tree-resting) accurate. R_OVERALL 5.",2026-05-05 02:32:25
S0149,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,llava16,factual,,0.3,2,forced_shr1,1,1,2,1,1,"SERIAL: S0149
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Image clearly shows palm cockatoo (Probosciger aterrimus) -- distinctive red facial patch and long crest visible. Model identifies as 'Black Cockatoo (Calyptus virescens)' -- Calyptus is not a valid cockatoo genus; wrong species. Range: coastal NSW/Victoria/SA -- wrong (palm cockatoo: New Guinea and Cape York Peninsula). Diet: seeds/fruits/insects -- seeds and fruits partially applicable. IUCN LC not stated. All key dimensions = 1.",2026-05-05 02:32:25
S0150,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,qwen25vl,conservation,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0150
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Image shows a melanistic/very dark plains zebra foal (Equus quagga) with faint spotted stripes in dry savanna grass. Model identifies as Grevy's zebra (Equus grevyi) -- wrong species. Wrong IUCN (states 'Vulnerable' but Grevy's is actually EN; plains zebra is LC). Range describes Grevy's Kenya/Ethiopia arid grassland. All dimensions = 1.",2026-05-05 02:32:25
S0151,iNat_Gorilla_beringei_beringei_01,Gorilla beringei beringei,Mountain gorilla,3,qwen2vl2b,mythological,Ancient Greek,0.7,2,forced_evasion,2,2,3,1,2,"SERIAL: S0151
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Adult gorilla cradling newborn in lush tropical forest -- consistent with mountain gorilla. Story is a mythological narrative -- no scientific name (Gorilla beringei beringei), no subspecies distinction, no Virunga/Bwindi habitat. Diet: plant-based leaves and fruits -- correct but minimal. IUCN EN not stated; 'precarious status' mentioned but no category. R_OVERALL 2.",2026-05-05 02:32:25
S0152,iNat_Loxodonta_africana_04,Loxodonta africana,African elephant,4,qwen2vl2b,childrens,,0.7,2,forced_ehr0,3,3,3,1,2,"SERIAL: S0152
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: POSSIBLE_SUBSPECIES_MISMATCH: Image shows ochre-dusted elephants at forest bai/mineral lick with dense forest backdrop -- morphology (small size, rounded ears) consistent with forest elephant (L. cyclotis); label says L. africana. Story: fable (Jumbo), no scientific name, 'African savannah' correct broadly. Diet: leaves/fruits correct; tusk-reach behavior accurate. Mixed-language artifact (Chinese 'zuigao de'). IUCN VU not stated. R_OVERALL 2.",2026-05-05 02:32:25
S0153,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,factual,,0.3,2,forced_evasion,5,4,4,1,4,"SERIAL: S0153
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 4
NOTES: IMAGE_LABEL_MISMATCH: Image labeled Ursus_maritimus but shows a brown bear (Ursus arctos) in temperate coniferous forest -- same mislabeling pattern as S0079. Model correctly identifies as brown bear with accurate scientific name. Range: Northern Hemisphere, Alaska-Scandinavia-Carpathians -- correct. Diet: berries/grasses/roots/insects/small mammals -- accurate omnivore. IUCN LC (brown bear) not stated. Rated against actual image content.",2026-05-05 02:34:28
S0154,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,childrens,,0.7,1,forced_evasion,2,1,1,1,1,"SERIAL: S0154
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK: Indian rhinos running in dusty forest/scrub -- mother and calf. Story has no scientific name. Range: 'Asia and Africa' -- wrong, Indian rhino is only South Asia (India/Nepal). Diet: leaves/fruits/bark with 'chews its cud' -- completely wrong; Indian rhino is a grass grazer and not a ruminant. Social: claims herds -- inaccurate (mostly solitary). IUCN VU not stated. Multiple factual errors. R_OVERALL 1.",2026-05-05 02:34:28
S0155,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,2,stratified_random,3,3,1,1,2,"SERIAL: S0155
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Dark/melanistic plains zebra foal in dry grass (same image type as S0129). Story correctly identifies as 'plains zebra' with Africa grassland habitat. No scientific name (Equus quagga). No diet mentioned. Threats: habitat loss/poaching noted. IUCN LC not stated. Population described as 'generally stable' -- accurate. R_OVERALL 2.",2026-05-05 02:34:28
S0156,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,mythological,Ancient Greek,0.7,0,stratified_random,3,4,5,1,3,"SERIAL: S0156
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Same grizzly bear camera tripod image as S0126. Greek mythology narrative (Artemis/Olympus). No scientific name (Ursus arctos). Range: Alaska to Scandinavia, boreal/montane forests -- accurate. Diet: roots/berries/salmon/deer -- excellent and accurate for brown bear. Trophy hunting narrative. IUCN LC not stated. R_OVERALL 3.",2026-05-05 02:34:28
S0157,GBIF_Gorilla_beringei_beringei_00,Gorilla beringei beringei,Mountain gorilla,3,idefics3,conservation,,0.7,1,forced_evasion,1,1,1,1,1,"SERIAL: S0157
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Image clearly shows a mountain gorilla (Gorilla beringei beringei) in dense tropical vegetation. Model identifies as 'spider monkey (Ateles geoffroyii)' -- wrong species, wrong order (monkey vs ape), wrong continent (Central America vs Central Africa). IUCN CR stated but for wrong species (mountain gorilla is EN). All dimensions = 1.",2026-05-05 02:34:28
S0158,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,idefics3,factual,,0.7,1,forced_ehr_high,5,4,4,5,4,"SERIAL: S0158
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK: Same two-cheetah grooming image as S0140. Correct scientific name Acinonyx jubatus. Africa savannas/grasslands/open woodlands accurate. Diet: antelopes and gazelles -- correct. IUCN 'vulnerable on the IUCN Red List' -- explicitly stated, score 5. Minor behavioral error: 'female cheetahs form prides' -- wrong (lion terminology; cheetah females are solitary). R_OVERALL 4.",2026-05-05 02:36:13
S0159,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0159
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH: Same captive axolotl image. Story writes about 'Dragon Salamander' in ancient China forests -- completely wrong species, wrong range (China vs Xochimilco Mexico). No Ambystoma mexicanum facts, no IUCN CR. All dimensions = 1.",2026-05-05 02:36:13
S0160,iNat_Panthera_onca_03,Panthera onca,Jaguar,1,llava_interleave,conservation,,0.3,2,forced_shr1,3,3,1,5,3,"SERIAL: S0160
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 1
R_IUCN: 5
R_OVERALL: 3
NOTES: IMAGE_OK: Two jaguars confronting each other on sandy riverbank with tropical vegetation -- Pantanal-type setting. IUCN 'Vulnerable' explicitly stated with IUCN reference -- score 5. No scientific name (Panthera onca). Range: Americas/Amazon correct; 'Andes' is an overstatement (jaguars avoid high elevations); 'deserts of North America' imprecise. No diet mentioned. R_OVERALL 3.",2026-05-05 02:36:13
S0161,GBIF_Ailuropoda_melanoleuca_01,Ailuropoda melanoleuca,Giant panda,1,qwen3vl8b,childrens,,0.3,1,forced_ehr0,3,4,4,1,2,"SERIAL: S0161
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Giant panda visible high in tree (distant shot) -- story's tree-climbing narrative matches image well. No scientific name (Ailuropoda melanoleuca). Habitat: misty mountains of China, bamboo forests -- accurate. Diet: bamboo shoots, 12 hours/day -- correct. No IUCN VU stated. R_OVERALL 2.",2026-05-05 02:36:13
S0162,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava_interleave,childrens,,0.7,0,stratified_random,2,2,3,1,1,"SERIAL: S0162
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK: Same grizzly bear camera tripod image. Story describes 'dark green and brown fur coat' -- completely wrong morphology for any bear species (no bear has green fur). No scientific name. Diet: berries/roots/honey -- partially correct but very sparse. No habitat specifics beyond 'lush forest'. IUCN LC not stated. R_OVERALL 1 due to fundamental morphological error.",2026-05-05 02:36:13
S0163,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen2vl2b,conservation,,0.3,0,forced_shr1,3,3,1,1,2,"SERIAL: S0163
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Close-up portrait of American black bear with glossy black fur. Correctly identifies as black bear. No scientific name (Ursus americanus). Range: North America forests/mountains -- correct. No diet mentioned. IUCN stated as 'Critically Endangered' -- completely wrong, American black bear is LC. Score 1. R_OVERALL 2.",2026-05-05 02:38:39
S0164,iNat_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.3,1,forced_evasion,2,2,2,1,1,"SERIAL: S0164
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK: South American tapir (Tapirus terrestris) wading at a river bank -- characteristic proboscis and stocky body visible. IUCN stated as 'least concern' -- wrong, actual is VU. No scientific name. Claims tapirs are 'arboreal, spending much time in trees' -- completely wrong (tapirs are terrestrial). 'Prehensile tail' -- tapirs have no significant tail. Diet: fruits/nuts -- partially applicable. Multiple factual errors. R_OVERALL 1.",2026-05-05 02:38:39
S0165,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen35_9b,conservation,,0.7,0,forced_evasion,3,5,1,1,3,"SERIAL: S0165
R_SPECIES: 3
R_HABITAT: 5
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Red panda looking down from mossy montane tree branch. No scientific name (Ailurus fulgens). IUCN stated as 'Vulnerable' -- wrong, actual IUCN is EN (Endangered), score 1. Range: southern China/Nepal/India/Bhutan/Myanmar/N Vietnam montane forests -- excellent, score 5. No diet information ('foraging' only -- red panda primarily eats bamboo leaves). R_OVERALL 3 for strong habitat/conservation content.",2026-05-05 02:38:39
S0166,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,qwen25vl,conservation,,0.7,0,forced_shr1,3,4,1,1,2,"SERIAL: S0166
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Juvenile American alligator in water between rocks -- striped pattern of young individual. No scientific name (Alligator mississippiensis). IUCN stated as 'Vulnerable' -- wrong, American alligator is LC (historic listing was Endangered but current status is LC). Range: Virginia to Florida to Texas -- accurate. Habitat: coastal marshes/swamps/slow-moving rivers -- correct. No specific diet stated (only 'apex predator'). R_OVERALL 2.",2026-05-05 02:38:39
S0167,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,gemma3,factual,,0.7,1,forced_evasion,1,1,1,1,1,"SERIAL: S0167
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: INDIRECT_EVIDENCE_IMAGE: Large brown raptor flying alongside a glider over mountain landscape. Model identifies as 'Ruppell's Vulture (Gyps rueppelli)' -- wrong species; bird coloration/silhouette and European mountain setting consistent with golden eagle (Aquila chrysaetos). Wrong species, wrong range (Africa vs Holarctic), wrong morphology ('facial wattle' described but not visible). All dimensions = 1.",2026-05-05 02:38:39
S0168,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,ayavision,childrens,,0.7,1,forced_evasion,3,3,3,1,2,"SERIAL: S0168
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Same black rhino image as S0115/S0146. No scientific name (Diceros bicornis). Africa grasslands/savannahs -- correct. Diet: grasses/leaves/bark -- correct for browser; 'juicy fruits' unusual for black rhino. Factual error: 'horns are modified teeth' -- wrong, rhino horns are made of compacted keratin. IUCN CR not stated. R_OVERALL 2.",2026-05-05 02:40:27
S0169,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,conservation,,0.7,0,forced_evasion,5,4,4,4,4,"SERIAL: S0169
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 4
R_OVERALL: 4
NOTES: IMAGE_LABEL_MISMATCH: Image labeled Ursus_maritimus but shows a brown bear in conifer forest (same as S0153). Model correctly identifies as European Brown Bear (Ursus arctos arctos). IUCN 'Least Concern' stated -- correct for brown bear globally. Range: Europe/western Asia, conifer forests/alpine meadows/river valleys -- accurate. Diet: berries/roots/insects/ungulates -- accurate omnivore. Rated against actual image content.",2026-05-05 02:40:27
S0170,iNat_Equus_quagga_02,Equus quagga,Plains zebra,1,llava_interleave,childrens,,0.7,0,forced_ehr0,3,4,3,1,2,"SERIAL: S0170
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Same two plains zebras in thornbush image as S0113. Fable narrative -- no scientific name (Equus quagga). Africa savannah grasslands -- correct. Diet: grasses/fruits/bushes -- grasses correct, fruits/bushes somewhat applicable. Family/herd loyalty -- accurate social behavior. IUCN LC not stated. R_OVERALL 2.",2026-05-05 02:40:27
S0171,GBIF_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,gemma3,childrens,,0.7,1,forced_evasion,1,1,1,1,1,"SERIAL: S0171
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: INDIRECT_EVIDENCE_IMAGE: Very small dark salamander-like creature at water's edge against concrete/rock -- difficult to confirm as axolotl (very small juvenile possibly). Model identifies as 'Cave Salamander larva in Appalachian Mountains' -- wrong species, wrong range (Appalachians vs Xochimilco Mexico). No axolotl facts, no IUCN CR. All dimensions = 1.",2026-05-05 02:40:27
S0172,iNat_Strigops_habroptila_00,Strigops habroptila,Kakapo,3,gemma4_8b,conservation,,0.7,1,forced_shr1,1,1,1,1,1,"SERIAL: S0172
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK: Kakapo (Strigops habroptila) clearly visible on branches at night -- distinctive cryptic green/yellow plumage, disc face, and robust build unmistakable. Model refuses to commit to any species identification, providing only a template with '[Pending Identification]'. Describes visible features accurately but assigns no species name, no IUCN, no habitat, no diet. All dimensions = 1.",2026-05-05 02:40:27
S0173,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen3vl8b,conservation,,0.7,0,forced_shr1,3,5,2,1,3,"SERIAL: S0173
R_SPECIES: 3
R_HABITAT: 5
R_DIET: 2
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Same red panda mossy branch image as S0165. No scientific name (Ailurus fulgens). IUCN 'Vulnerable' stated -- wrong, actual is EN (Endangered), score 1. Range: Himalayas/Nepal to eastern Tibet/southern China, 2000-4000m bamboo-dotted forests -- excellent, score 5. Diet: only 'bamboo-loving' mentioned in passing, no dedicated diet section -- score 2. R_OVERALL 3.",2026-05-05 02:42:42
S0174,iNat_Panthera_leo_02,Panthera leo,African lion,1,gemma4_8b,childrens,,0.3,2,forced_ehr0,3,4,1,1,2,"SERIAL: S0174
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK: Same lioness in savanna image as S0120/S0135. Story (Leo the lion cub fable) -- no scientific name (Panthera leo). Savanna/tall grasses habitat -- correct. Diet section describes WARTHOG diet (roots/grasses/bugs) rather than lion diet (large ungulates/wildebeest/zebra) -- score 1. IUCN VU not stated. R_OVERALL 2.",2026-05-05 02:42:42
S0175,iNat_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,gemma3,childrens,,0.3,2,forced_ehr0,3,5,4,1,3,"SERIAL: S0175
R_SPECIES: 3
R_HABITAT: 5
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Quokka taking a selfie with a person -- classic Rottnest Island image. Story correctly identifies as quokka. No scientific name (Setonix brachyurus). Habitat: Rottnest Island/Western Australia -- highly specific and accurate, score 5. Diet: grasses/leaves/shoots -- correct. Nocturnal behavior, joey/marsupial reference accurate. IUCN VU not stated. R_OVERALL 3.",2026-05-05 02:42:42
S0176,iNat_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,gemma3,factual,,0.3,2,forced_shr1,4,5,1,1,3,"SERIAL: S0176
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK: Kakapo foraging on forest floor among dead leaves -- dense old-growth forest setting. Sci name 'Strigops habroptilus' -- close to correct (accepted name: habroptila), minor spelling variant, score 4. Habitat: historically NZ main islands; current predator-free islands (Codfish/Whenua Hou, Stewart/Rakiura, Little Barrier, Kapiti, Mangere) -- excellent specificity, score 5. No diet mentioned. IUCN EN not stated. R_OVERALL 3.",2026-05-05 02:42:42
S0177,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,ayavision,mythological,Celtic,0.7,0,stratified_random,3,4,4,3,3,"SERIAL: S0177
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 4
R_IUCN: 3
R_OVERALL: 3
NOTES: IMAGE_OK: Same two-cheetah grooming image. Celtic mythology narrative -- no scientific name (Acinonyx jubatus). Range: Serengeti/East Africa to arid deserts of Southern Africa -- accurate. Diet: antelope and gazelles -- correct primary prey. 'Vulnerable species' stated -- category named without explicit IUCN reference, score 3. R_OVERALL 3.",2026-05-05 02:42:42
